,商品采价地区名称,商品主键,商品采价日期,商品采价地区编码,商品价格,商品销量,销售额
1096,台州市,茼蒿,2017-07,331000,8.2,2219,6085.4000000000015
1097,台州市,茼蒿,2017-08,331000,7.5,1415,3537.5
1098,台州市,茼蒿,2017-09,331000,7.5,1014,2535.0
1099,台州市,茼蒿,2017-10,331000,7.1,1688,4175.2
1100,台州市,茼蒿,2017-11,331000,6.300000000000002,1525,3202.5
1101,台州市,茼蒿,2017-12,331000,7.27,2242,5458.88
1102,台州市,茼蒿,2018-01,331000,8.1,1898,5020.88
1103,台州市,茼蒿,2018-02,331000,8.86,1317,3897.17
1104,台州市,茼蒿,2018-03,331000,8.83,994,2908.9
1105,台州市,茼蒿,2018-04,331000,8.49,1709,4836.47
1106,台州市,茼蒿,2018-05,331000,8.49,1789,5062.87
1107,台州市,茼蒿,2018-06,331000,8.16,1854,5036.280000000002
1108,台州市,茼蒿,2018-07,331000,8.04,1094,2933.18
1109,台州市,茼蒿,2018-08,331000,7.939999999999999,1283,3414.97
1110,台州市,茼蒿,2018-09,331000,8.67,888,2585.79
1111,台州市,茼蒿,2018-10,331000,9.0,1617,4851.0
1112,台州市,茼蒿,2018-11,331000,9.1,1994,6074.9
1113,台州市,茼蒿,2018-12,331000,9.1,1392,4257.1
1114,台州市,茼蒿,2019-01,331000,9.0,1149,3447.0
1115,台州市,茼蒿,2019-02,331000,9.51,2160,6847.2
1116,台州市,茼蒿,2019-03,331000,6.17,1404,4296.32
1117,台州市,香菇,2016-12,331000,9.16,938,4513.04
1118,台州市,香菇,2017-01,331000,15.66,961,5016.1100000000015
1119,台州市,香菇,2017-02,331000,14.66,1152,5642.87
1120,台州市,香菇,2017-03,331000,18.84,1411,6711.45
1121,台州市,香菇,2017-04,331000,26.66,2863,12502.87
1122,台州市,香菇,2017-05,331000,16.83,3123,13238.830000000002
1123,台州市,香菇,2017-06,331000,10.83,1608,5653.41
1124,台州市,香菇,2017-07,331000,12.5,1738,7127.21
1125,台州市,香菇,2017-08,331000,12.84,1523,6657.81
1126,台州市,香菇,2017-09,331000,13.66,1625,7524.49
1127,台州市,香菇,2017-10,331000,13.16,1233,5395.84
1128,台州市,香菇,2017-11,331000,11.83,1353,5326.83
1129,台州市,香菇,2017-12,331000,11.83,1168,4538.72
1130,台州市,香菇,2018-01,331000,15.01,2332,11700.44
1131,台州市,香菇,2018-02,331000,16.509999999999998,2180,12122.6
1132,台州市,香菇,2018-03,331000,15.83,725,4051.49
1133,台州市,香菇,2018-04,331000,13.84,1939,8959.25
1134,台州市,香菇,2018-05,331000,13.67,2249,10240.18
1135,台州市,香菇,2018-06,331000,12.33,1277,5377.3899999999985
1136,台州市,香菇,2018-07,331000,12.99,921,3987.93
1137,台州市,香菇,2018-08,331000,13.33,1760,7879.54
1138,台州市,香菇,2018-09,331000,16.17,1914,10509.58
1139,台州市,香菇,2018-10,331000,18.0,909,5420.34
1140,台州市,香菇,2018-11,331000,16.0,1819,9917.0
1141,台州市,香菇,2018-12,331000,13.67,1923,8763.15
1142,台州市,香菇,2019-01,331000,12.99,1865,8075.450000000002
1143,台州市,香菇,2019-02,331000,14.49,1767,8534.61
1144,台州市,香菇,2019-03,331000,11.34,863,4893.21
1145,台州市,木耳,2017-01,331000,58.5,3076,36179.0
1146,台州市,木耳,2017-02,331000,47.8,2383,28528.0
1147,台州市,木耳,2017-03,331000,44.0,1396,15348.6
1148,台州市,木耳,2017-04,331000,49.4,1373,13479.0
1149,台州市,木耳,2017-05,331000,66.5,3893,36899.2
1150,台州市,木耳,2017-06,331000,36.4,1356,12323.2
1151,台州市,木耳,2017-07,331000,37.5,1798,16962.9
1152,台州市,木耳,2017-08,331000,47.8,3400,32415.8
1153,台州市,木耳,2017-09,331000,39.0,3154,30732.6
1154,台州市,木耳,2017-10,331000,45.7,3138,28813.2
1155,台州市,木耳,2017-11,331000,37.1,1615,15059.6
1156,台州市,木耳,2017-12,331000,40.2,1990,20142.8
1157,台州市,木耳,2018-01,331000,52.3,2388,25064.0
1158,台州市,木耳,2018-02,331000,37.4,1671,15377.6
1159,台州市,木耳,2018-03,331000,32.0,2368,19133.5
1160,台州市,木耳,2018-04,331000,27.3,2546,17224.6
1161,台州市,木耳,2018-05,331000,32.9,2153,14074.9
1162,台州市,木耳,2018-06,331000,29.3,2460,18214.2
1163,台州市,木耳,2018-07,331000,40.9,2992,24635.1
1164,台州市,木耳,2018-08,331000,36.3,2018,18278.4
1165,台州市,木耳,2018-09,331000,48.0,1292,16352.8
1166,台州市,木耳,2018-10,331000,64.4,2688,34556.4
1167,台州市,木耳,2018-11,331000,41.9,1507,15795.3
1168,台州市,木耳,2018-12,331000,40.1,3205,31951.3
1169,台州市,木耳,2019-01,331000,49.0,2747,26920.6
1170,台州市,木耳,2019-02,331000,37.05,2118,19924.1
1171,台州市,木耳,2019-03,331000,28.05,2062,19208.85
1172,台州市,蒜苔,2016-12,331000,8.66,1160,5022.8
1173,台州市,蒜苔,2017-01,331000,15.49,1713,8748.29
1174,台州市,蒜苔,2017-02,331000,14.66,1657,7886.16
1175,台州市,蒜苔,2017-03,331000,18.34,1543,7002.49
1176,台州市,蒜苔,2017-04,331000,22.32,3993,14744.92
1177,台州市,蒜苔,2017-05,331000,15.0,1142,4359.5
1178,台州市,蒜苔,2017-06,331000,11.0,1782,6489.280000000002
1179,台州市,蒜苔,2017-07,331000,12.0,1800,7316.1100000000015
1180,台州市,蒜苔,2017-08,331000,12.99,1370,5932.1
1181,台州市,蒜苔,2017-09,331000,12.99,808,3498.64
1182,台州市,蒜苔,2017-10,331000,12.99,1269,5494.77
1183,台州市,蒜苔,2017-11,331000,12.99,1345,5823.85
1184,台州市,蒜苔,2017-12,331000,12.0,820,3280.0
1185,台州市,蒜苔,2018-01,331000,11.67,932,3662.99
1186,台州市,蒜苔,2018-02,331000,11.67,839,3273.5
1187,台州市,蒜苔,2018-03,331000,11.33,1484,5923.940000000001
1188,台州市,蒜苔,2018-04,331000,10.17,2006,6708.16
1189,台州市,蒜苔,2018-05,331000,11.01,1030,3780.1
1190,台州市,蒜苔,2018-06,331000,9.66,1210,3883.11
1191,台州市,蒜苔,2018-07,331000,10.67,605,2107.13
1192,台州市,蒜苔,2018-08,331000,11.51,1418,5280.06
1193,台州市,蒜苔,2018-09,331000,15.0,1806,9061.35
1194,台州市,蒜苔,2018-10,331000,18.67,1028,6588.7
1195,台州市,蒜苔,2018-11,331000,16.67,1541,8547.380000000001
1196,台州市,蒜苔,2018-12,331000,15.0,2535,12754.86
1197,台州市,蒜苔,2019-01,331000,14.5,1868,9179.03
1198,台州市,蒜苔,2019-02,331000,15.17,1923,9612.11
1199,台州市,蒜苔,2019-03,331000,9.34,819,3824.73
1200,台州市,芹菜,2016-12,331000,84.0,800,33684.42
1201,台州市,芹菜,2017-01,331000,128.01,1179,50307.93
1202,台州市,芹菜,2017-02,331000,128.01,1898,80987.66
1203,台州市,芹菜,2017-03,331000,167.68,2026,84894.42000000001
1204,台州市,芹菜,2017-04,331000,241.98,2084,84403.71999999999
1205,台州市,芹菜,2017-05,331000,157.32,1133,44560.89
1206,台州市,芹菜,2017-06,331000,116.99,1872,72849.76
1207,台州市,芹菜,2017-07,331000,114.99,905,34688.649999999994
1208,台州市,芹菜,2017-08,331000,114.99,1503,57609.98999999999
1209,台州市,芹菜,2017-09,331000,116.01,1007,38940.69
1210,台州市,芹菜,2017-10,331000,116.34,2229,86459.43
1211,台州市,芹菜,2017-11,331000,117.0,1392,54288.0
1212,台州市,芹菜,2017-12,331000,117.0,1653,64467.0
1213,台州市,芹菜,2018-01,331000,117.0,1043,40677.0
1214,台州市,芹菜,2018-02,331000,117.0,1412,55068.0
1215,台州市,芹菜,2018-03,331000,117.0,1101,42939.0
1216,台州市,芹菜,2018-04,331000,117.0,1860,72540.0
1217,台州市,芹菜,2018-05,331000,117.0,998,38922.0
1218,台州市,芹菜,2018-06,331000,117.0,1451,56589.0
1219,台州市,芹菜,2018-07,331000,116.34,1408,54760.86
1220,台州市,芹菜,2018-08,331000,116.01,1056,40835.52
1221,台州市,芹菜,2018-09,331000,116.01,2011,77765.37000000001
1222,台州市,芹菜,2018-10,331000,116.01,1229,47525.43000000001
1223,台州市,芹菜,2018-11,331000,116.01,1975,76373.25
1224,台州市,芹菜,2018-12,331000,116.01,1596,61717.32000000001
1225,台州市,芹菜,2019-01,331000,116.01,1510,58391.7
1226,台州市,芹菜,2019-02,331000,114.01,964,36824.88000000001
1227,台州市,芹菜,2019-03,331000,75.34,1404,52888.68000000001
1228,台州市,红薯,2016-12,331000,9.34,991,4627.97
1229,台州市,红薯,2017-01,331000,13.6,2696,12213.55
1230,台州市,红薯,2017-02,331000,12.79,1768,7654.1399999999985
1231,台州市,红薯,2017-03,331000,15.82,2044,8158.620000000001
1232,台州市,红薯,2017-04,331000,23.22,3182,12314.34
1233,台州市,红薯,2017-05,331000,14.68,1733,6360.11
1234,台州市,红薯,2017-06,331000,11.67,1088,4438.46
1235,台州市,红薯,2017-07,331000,12.33,1308,5376.54
1236,台州市,红薯,2017-08,331000,14.6,1323,6447.67
1237,台州市,红薯,2017-09,331000,16.0,1638,8645.0
1238,台州市,红薯,2017-10,331000,15.84,1994,10528.43
1239,台州市,红薯,2017-11,331000,16.03,2423,12988.149999999998
1240,台州市,红薯,2017-12,331000,16.57,786,4342.18
1241,台州市,红薯,2018-01,331000,16.97,1199,6822.450000000002
1242,台州市,红薯,2018-02,331000,17.009999999999998,1055,5981.85
1243,台州市,红薯,2018-03,331000,16.04,2601,13964.73
1244,台州市,红薯,2018-04,331000,14.13,882,4242.780000000002
1245,台州市,红薯,2018-05,331000,15.0,1663,8315.0
1246,台州市,红薯,2018-06,331000,14.93,1262,6328.82
1247,台州市,红薯,2018-07,331000,15.03,1430,7077.98
1248,台州市,红薯,2018-08,331000,17.1,1959,11019.89
1249,台州市,红薯,2018-09,331000,16.799999999999994,1629,9122.4
1250,台州市,红薯,2018-10,331000,16.91,2468,13856.16
1251,台州市,红薯,2018-11,331000,16.0,609,3236.8100000000004
1252,台州市,红薯,2018-12,331000,15.37,1998,10236.7
1253,台州市,红薯,2019-01,331000,15.2,1147,5825.699999999999
1254,台州市,红薯,2019-02,331000,14.7,1791,8987.259999999998
1255,台州市,红薯,2019-03,331000,9.2,883,4061.8
1256,台州市,大蒜,2016-12,331000,8.67,1521,6560.95
1257,台州市,大蒜,2017-01,331000,7.5,866,2293.59
1258,台州市,大蒜,2017-02,331000,7.16,1239,3042.42
1259,台州市,大蒜,2017-03,331000,10.5,2842,7372.05
1260,台州市,大蒜,2017-04,331000,15.66,3334,8898.970000000001
1261,台州市,大蒜,2017-05,331000,13.32,993,3306.69
1262,台州市,大蒜,2017-06,331000,12.67,2007,8132.75
1263,台州市,大蒜,2017-07,331000,13.5,1748,7970.38
1264,台州市,大蒜,2017-08,331000,13.67,1104,4969.7
1265,台州市,大蒜,2017-09,331000,12.67,811,3674.81
1266,台州市,大蒜,2017-10,331000,11.99,1838,7435.54
1267,台州市,大蒜,2017-11,331000,10.51,785,3195.45
1268,台州市,大蒜,2017-12,331000,9.33,2151,6781.68
1269,台州市,大蒜,2018-01,331000,8.83,1700,4948.190000000001
1270,台州市,大蒜,2018-02,331000,10.84,1261,4539.13
1271,台州市,大蒜,2018-03,331000,12.0,1431,5812.98
1272,台州市,大蒜,2018-04,331000,12.99,1428,5958.24
1273,台州市,大蒜,2018-05,331000,12.0,1217,4467.34
1274,台州市,大蒜,2018-06,331000,14.66,1805,8862.5
1275,台州市,大蒜,2018-07,331000,13.67,1199,5475.54
1276,台州市,大蒜,2018-08,331000,14.5,1321,6400.25
1277,台州市,大蒜,2018-09,331000,17.66,1658,9739.7
1278,台州市,大蒜,2018-10,331000,17.67,2000,11970.02
1279,台州市,大蒜,2018-11,331000,9.0,1757,5591.38
1280,台州市,大蒜,2018-12,331000,5.49,1713,3134.79
1281,台州市,大蒜,2019-01,331000,9.16,1899,5882.1
1282,台州市,大蒜,2019-02,331000,8.66,1857,5408.48
1283,台州市,大蒜,2019-03,331000,7.5,1016,3912.5
1284,台州市,生姜,2016-12,331000,28.34,1197,16961.489999999998
1285,台州市,生姜,2017-01,331000,43.5,2568,37221.38000000001
1286,台州市,生姜,2017-02,331000,43.34,1455,21116.5
1287,台州市,生姜,2017-03,331000,56.0,2322,32556.28
1288,台州市,生姜,2017-04,331000,81.66,3435,46470.51
1289,台州市,生姜,2017-05,331000,50.83,2429,30943.3
1290,台州市,生姜,2017-06,331000,36.99,1938,23895.54
1291,台州市,生姜,2017-07,331000,38.01,1067,13518.89
1292,台州市,生姜,2017-08,331000,37.33,1531,19052.67
1293,台州市,生姜,2017-09,331000,36.66,2264,27590.4
1294,台州市,生姜,2017-10,331000,36.99,1502,18519.66
1295,台州市,生姜,2017-11,331000,36.99,1283,15819.39
1296,台州市,生姜,2017-12,331000,37.67,1038,13070.54
1297,台州市,生姜,2018-01,331000,38.01,787,9971.29
1298,台州市,生姜,2018-02,331000,36.33,1518,18536.1
1299,台州市,生姜,2018-03,331000,34.5,1570,18143.4
1300,台州市,生姜,2018-04,331000,32.5,911,9748.5
1301,台州市,生姜,2018-05,331000,31.5,1682,17661.0
1302,台州市,生姜,2018-06,331000,32.49,641,6942.030000000002
1303,台州市,生姜,2018-07,331000,34.17,1974,22357.86
1304,台州市,生姜,2018-08,331000,36.33,2022,24587.4
1305,台州市,生姜,2018-09,331000,40.33,1240,17296.54
1306,台州市,生姜,2018-10,331000,45.33,1379,20566.53
1307,台州市,生姜,2018-11,331000,42.17,1385,19757.52
1308,台州市,生姜,2018-12,331000,41.66,1691,23544.97
1309,台州市,生姜,2019-01,331000,40.66,580,7974.09
1310,台州市,生姜,2019-02,331000,37.66,1727,21355.55
1311,台州市,生姜,2019-03,331000,24.17,1050,12408.71
1312,台州市,白菜,2016-12,331000,30.16,333,5061.89
1313,台州市,白菜,2017-01,331000,45.99,1033,15835.89
1314,台州市,白菜,2017-02,331000,45.66,1819,27626.22
1315,台州市,白菜,2017-03,331000,58.66,2006,29699.39
1316,台州市,白菜,2017-04,331000,84.66,3150,44002.32
1317,台州市,白菜,2017-05,331000,53.68,1360,18513.2
1318,台州市,白菜,2017-06,331000,39.51,830,10931.1
1319,台州市,白菜,2017-07,331000,39.51,701,9232.17
1320,台州市,白菜,2017-08,331000,40.5,1480,19980.0
1321,台州市,白菜,2017-09,331000,39.84,1401,18619.8
1322,台州市,白菜,2017-10,331000,39.51,1077,14184.09
1323,台州市,白菜,2017-11,331000,39.51,1653,21770.01
1324,台州市,白菜,2017-12,331000,39.51,1240,16330.8
1325,台州市,白菜,2018-01,331000,39.51,2013,26511.21
1326,台州市,白菜,2018-02,331000,38.67,1947,24984.27
1327,台州市,白菜,2018-03,331000,37.67,1538,19383.1
1328,台州市,白菜,2018-04,331000,35.67,1511,18491.51
1329,台州市,白菜,2018-05,331000,34.5,1651,18986.5
1330,台州市,白菜,2018-06,331000,35.01,1236,14424.12
1331,台州市,白菜,2018-07,331000,37.01,1643,20053.81
1332,台州市,白菜,2018-08,331000,39.33,1237,16084.63
1333,台州市,白菜,2018-09,331000,45.99,1280,19225.4
1334,台州市,白菜,2018-10,331000,49.67,2112,34854.98
1335,台州市,白菜,2018-11,331000,46.67,2505,39140.98
1336,台州市,白菜,2018-12,331000,45.16,1018,15395.22
1337,台州市,白菜,2019-01,331000,40.83,2530,34419.65
1338,台州市,白菜,2019-02,331000,38.67,419,5310.709999999999
1339,台州市,白菜,2019-03,331000,26.0,1031,13282.55
1340,台州市,青椒,2016-12,331000,5.78,997,2881.330000000001
1341,台州市,青椒,2017-01,331000,12.84,1285,6122.8
1342,台州市,青椒,2017-02,331000,9.84,2231,7317.68
1343,台州市,青椒,2017-03,331000,13.12,1629,5343.12
1344,台州市,青椒,2017-04,331000,20.28,2758,9294.34
1345,台州市,青椒,2017-05,331000,13.12,1287,4221.36
1346,台州市,青椒,2017-06,331000,9.84,771,2528.88
1347,台州市,青椒,2017-07,331000,9.84,1974,6474.719999999998
1348,台州市,青椒,2017-08,331000,9.84,1011,3316.08
1349,台州市,青椒,2017-09,331000,10.01,2053,6892.96
1350,台州市,青椒,2017-10,331000,10.35,1793,6185.85
1351,台州市,青椒,2017-11,331000,10.35,2561,8835.45
1352,台州市,青椒,2017-12,331000,10.35,1091,3763.95
1353,台州市,青椒,2018-01,331000,10.35,1830,6313.5
1354,台州市,青椒,2018-02,331000,10.35,952,3284.4000000000005
1355,台州市,青椒,2018-03,331000,10.35,1455,5019.75
1356,台州市,青椒,2018-04,331000,10.35,1239,4274.55
1357,台州市,青椒,2018-05,331000,10.35,1402,4836.9
1358,台州市,青椒,2018-06,331000,10.35,2238,7721.1
1359,台州市,青椒,2018-07,331000,10.35,1723,5944.35
1360,台州市,青椒,2018-08,331000,10.35,1766,6092.700000000002
1361,台州市,青椒,2018-09,331000,10.35,1597,5509.65
1362,台州市,青椒,2018-10,331000,10.35,2164,7465.8
1363,台州市,青椒,2018-11,331000,10.35,748,2580.6
1364,台州市,青椒,2018-12,331000,10.35,1026,3539.7000000000007
1365,台州市,青椒,2019-01,331000,10.35,913,3149.850000000001
1366,台州市,青椒,2019-02,331000,10.35,1902,6561.9
1367,台州市,青椒,2019-03,331000,6.2,1178,3432.0
1368,台州市,南瓜,2016-12,331000,51.34,909,23334.03
1369,台州市,南瓜,2017-01,331000,77.67,1957,50573.41
1370,台州市,南瓜,2017-02,331000,79.34,524,13877.26
1371,台州市,南瓜,2017-03,331000,103.34,869,22541.86
1372,台州市,南瓜,2017-04,331000,154.02,2382,61145.94
1373,台州市,南瓜,2017-05,331000,100.33,1701,42577.8
1374,台州市,南瓜,2017-06,331000,72.0,497,11928.0
1375,台州市,南瓜,2017-07,331000,72.99,1409,34280.969999999994
1376,台州市,南瓜,2017-08,331000,70.33,1880,43982.14
1377,台州市,南瓜,2017-09,331000,71.66,1444,34273.34
1378,台州市,南瓜,2017-10,331000,72.99,1561,37979.13
1379,台州市,南瓜,2017-11,331000,72.99,1633,39730.89
1380,台州市,南瓜,2017-12,331000,70.0,696,16032.19
1381,台州市,南瓜,2018-01,331000,69.66,1062,24716.07
1382,台州市,南瓜,2018-02,331000,73.0,1936,47235.0
1383,台州市,南瓜,2018-03,331000,72.33,2589,62564.38
1384,台州市,南瓜,2018-04,331000,66.34,1574,34236.26
1385,台州市,南瓜,2018-05,331000,65.01,2357,51076.19
1386,台州市,南瓜,2018-06,331000,66.67,1620,35731.79
1387,台州市,南瓜,2018-07,331000,69.99,1760,40562.3
1388,台州市,南瓜,2018-08,331000,73.5,779,19123.45
1389,台州市,南瓜,2018-09,331000,76.17,1387,34848.71
1390,台州市,南瓜,2018-10,331000,82.66,1228,32780.32
1391,台州市,南瓜,2018-11,331000,78.33,1259,33077.509999999995
1392,台州市,南瓜,2018-12,331000,77.34,1820,46931.59
1393,台州市,南瓜,2019-01,331000,76.51,2034,51871.78000000001
1394,台州市,南瓜,2019-02,331000,76.0,2528,63840.0
1395,台州市,南瓜,2019-03,331000,48.0,1766,42460.56
1396,台州市,茄子,2016-12,331000,20.66,855,8832.15
1397,台州市,茄子,2017-01,331000,30.99,1059,10939.47
1398,台州市,茄子,2017-02,331000,30.99,1104,11404.32
1399,台州市,茄子,2017-03,331000,41.32,1658,17127.14
1400,台州市,茄子,2017-04,331000,61.98,2713,28025.29
1401,台州市,茄子,2017-05,331000,41.32,566,5846.78
1402,台州市,茄子,2017-06,331000,30.99,1497,15464.01
1403,台州市,茄子,2017-07,331000,30.99,2212,22849.96
1404,台州市,茄子,2017-08,331000,30.99,1760,18180.8
1405,台州市,茄子,2017-09,331000,30.99,2632,27188.56
1406,台州市,茄子,2017-10,331000,30.99,1000,10330.0
1407,台州市,茄子,2017-11,331000,31.67,1105,11502.71
1408,台州市,茄子,2017-12,331000,32.01,2388,25479.96
1409,台州市,茄子,2018-01,331000,32.01,1355,14457.85
1410,台州市,茄子,2018-02,331000,32.01,734,7831.78
1411,台州市,茄子,2018-03,331000,32.01,2082,22214.94
1412,台州市,茄子,2018-04,331000,32.01,1263,13476.21
1413,台州市,茄子,2018-05,331000,32.01,1475,15738.25
1414,台州市,茄子,2018-06,331000,32.01,456,4865.52
1415,台州市,茄子,2018-07,331000,32.01,740,7895.8
1416,台州市,茄子,2018-08,331000,32.01,2114,22556.38
1417,台州市,茄子,2018-09,331000,32.01,1838,19611.46
1418,台州市,茄子,2018-10,331000,32.01,1454,15514.18
1419,台州市,茄子,2018-11,331000,32.01,2043,21798.81
1420,台州市,茄子,2018-12,331000,32.01,1754,18715.18
1421,台州市,茄子,2019-01,331000,32.01,1351,14415.170000000002
1422,台州市,茄子,2019-02,331000,32.01,1635,17445.45
1423,台州市,茄子,2019-03,331000,21.34,1096,11694.32
1424,台州市,娃娃菜,2016-12,331000,8.66,956,4139.48
1425,台州市,娃娃菜,2017-01,331000,12.99,2314,10019.62
1426,台州市,娃娃菜,2017-02,331000,12.99,1491,6456.030000000002
1427,台州市,娃娃菜,2017-03,331000,17.32,912,3948.96
1428,台州市,娃娃菜,2017-04,331000,25.98,2912,12608.96
1429,台州市,娃娃菜,2017-05,331000,17.32,3110,13466.3
1430,台州市,娃娃菜,2017-06,331000,12.99,2175,9417.75
1431,台州市,娃娃菜,2017-07,331000,12.99,650,2814.5
1432,台州市,娃娃菜,2017-08,331000,12.99,1931,8361.23
1433,台州市,娃娃菜,2017-09,331000,13.33,920,4087.98
1434,台州市,娃娃菜,2017-10,331000,13.5,1885,8482.5
1435,台州市,娃娃菜,2017-11,331000,13.5,1820,8190.0
1436,台州市,娃娃菜,2017-12,331000,13.5,1971,8869.5
1437,台州市,娃娃菜,2018-01,331000,13.5,1140,5130.0
1438,台州市,娃娃菜,2018-02,331000,13.5,1461,6574.5
1439,台州市,娃娃菜,2018-03,331000,13.5,1646,7407.0
1440,台州市,娃娃菜,2018-04,331000,13.5,748,3366.0
1441,台州市,娃娃菜,2018-05,331000,13.5,2520,11340.0
1442,台州市,娃娃菜,2018-06,331000,13.5,2210,9945.0
1443,台州市,娃娃菜,2018-07,331000,13.5,837,3766.5
1444,台州市,娃娃菜,2018-08,331000,13.5,965,4342.5
1445,台州市,娃娃菜,2018-09,331000,13.5,1953,8788.5
1446,台州市,娃娃菜,2018-10,331000,13.5,2026,9117.0
1447,台州市,娃娃菜,2018-11,331000,13.5,1640,7380.0
1448,台州市,娃娃菜,2018-12,331000,13.5,2147,9661.5
1449,台州市,娃娃菜,2019-01,331000,13.5,2137,9616.5
1450,台州市,娃娃菜,2019-02,331000,13.5,1225,5512.5
1451,台州市,娃娃菜,2019-03,331000,9.0,1300,5850.0
1452,嘉兴市,黄瓜,2016-12,330400,64.66,860,27803.8
1453,嘉兴市,黄瓜,2017-01,330400,96.99,1568,50693.44
1454,嘉兴市,黄瓜,2017-02,330400,96.99,725,23439.25
1455,嘉兴市,黄瓜,2017-03,330400,129.32,2638,85286.54
1456,嘉兴市,黄瓜,2017-04,330400,193.98,2741,88616.53
1457,嘉兴市,黄瓜,2017-05,330400,129.32,2340,75652.2
1458,嘉兴市,黄瓜,2017-06,330400,96.99,1963,63463.78999999999
1459,嘉兴市,黄瓜,2017-07,330400,96.99,1741,56286.53
1460,嘉兴市,黄瓜,2017-08,330400,96.99,1088,35175.04
1461,嘉兴市,黄瓜,2017-09,330400,96.99,1595,51566.34999999999
1462,嘉兴市,黄瓜,2017-10,330400,96.99,975,31521.75
1463,嘉兴市,黄瓜,2017-11,330400,96.99,2204,71255.31999999999
1464,嘉兴市,黄瓜,2017-12,330400,96.99,875,28288.75
1465,嘉兴市,黄瓜,2018-01,330400,96.99,1419,45876.27
1466,嘉兴市,黄瓜,2018-02,330400,96.99,1432,46296.56
1467,嘉兴市,黄瓜,2018-03,330400,96.99,1588,51340.04
1468,嘉兴市,黄瓜,2018-04,330400,95.67,1672,53293.46
1469,嘉兴市,黄瓜,2018-05,330400,95.01,1623,51400.41
1470,嘉兴市,黄瓜,2018-06,330400,96.99,2020,65306.6
1471,嘉兴市,黄瓜,2018-07,330400,97.33,941,30488.49
1472,嘉兴市,黄瓜,2018-08,330400,98.01,1274,41621.58
1473,嘉兴市,黄瓜,2018-09,330400,98.01,1591,51977.97
1474,嘉兴市,黄瓜,2018-10,330400,98.0,1097,36037.96
1475,嘉兴市,黄瓜,2018-11,330400,99.67,1680,55724.08
1476,嘉兴市,黄瓜,2018-12,330400,101.01,1512,50909.04
1477,嘉兴市,黄瓜,2019-01,330400,101.01,740,24915.800000000007
1478,嘉兴市,黄瓜,2019-02,330400,103.34,416,14386.54
1479,嘉兴市,黄瓜,2019-03,330400,68.33,1224,41857.89
1480,嘉兴市,菠菜,2016-12,330400,11.0,1436,7952.06
1481,嘉兴市,菠菜,2017-01,330400,18.16,2213,13436.45
1482,嘉兴市,菠菜,2017-02,330400,18.5,1179,7518.5
1483,嘉兴市,菠菜,2017-03,330400,23.66,2710,15991.06
1484,嘉兴市,菠菜,2017-04,330400,34.66,2252,12979.56
1485,嘉兴市,菠菜,2017-05,330400,21.17,881,4762.8600000000015
1486,嘉兴市,菠菜,2017-06,330400,12.33,1194,5156.08
1487,嘉兴市,菠菜,2017-07,330400,12.33,1798,7520.16
1488,嘉兴市,菠菜,2017-08,330400,14.5,1735,8636.0
1489,嘉兴市,菠菜,2017-09,330400,13.17,1370,6141.54
1490,嘉兴市,菠菜,2017-10,330400,12.33,1305,5266.51
1491,嘉兴市,菠菜,2017-11,330400,13.67,923,4091.45
1492,嘉兴市,菠菜,2017-12,330400,13.99,325,1519.75
1493,嘉兴市,菠菜,2018-01,330400,16.34,1181,6347.67
1494,嘉兴市,菠菜,2018-02,330400,21.99,543,3534.19
1495,嘉兴市,菠菜,2018-03,330400,22.0,1346,9873.95
1496,嘉兴市,菠菜,2018-04,330400,19.0,1937,11996.53
1497,嘉兴市,菠菜,2018-05,330400,16.84,624,3498.98
1498,嘉兴市,菠菜,2018-06,330400,14.67,1777,9056.2
1499,嘉兴市,菠菜,2018-07,330400,11.51,1530,5792.1
1500,嘉兴市,菠菜,2018-08,330400,13.84,967,4681.11
1501,嘉兴市,菠菜,2018-09,330400,15.17,1204,6081.58
1502,嘉兴市,菠菜,2018-10,330400,14.83,2217,10966.0
1503,嘉兴市,菠菜,2018-11,330400,12.5,1773,7400.75
1504,嘉兴市,菠菜,2018-12,330400,12.67,1224,5186.64
1505,嘉兴市,菠菜,2019-01,330400,17.17,1720,9308.13
1506,嘉兴市,菠菜,2019-02,330400,22.0,1145,8239.92
1507,嘉兴市,菠菜,2019-03,330400,18.67,1069,10047.61
1508,嘉兴市,韭菜,2016-12,330400,132.32999999999998,394,26045.25
1509,嘉兴市,韭菜,2017-01,330400,198.99,1315,87223.95
1510,嘉兴市,韭菜,2017-02,330400,198.99,2453,162707.49
1511,嘉兴市,韭菜,2017-03,330400,265.32,1808,119924.64
1512,嘉兴市,韭菜,2017-04,330400,396.66,3000,198097.68
1513,嘉兴市,韭菜,2017-05,330400,264.0,2529,166914.0
1514,嘉兴市,韭菜,2017-06,330400,198.99,1901,126093.33
1515,嘉兴市,韭菜,2017-07,330400,198.99,495,32833.35
1516,嘉兴市,韭菜,2017-08,330400,197.66,1477,97349.63
1517,嘉兴市,韭菜,2017-09,330400,198.99,945,62681.85
1518,嘉兴市,韭菜,2017-10,330400,198.99,1147,76080.51000000001
1519,嘉兴市,韭菜,2017-11,330400,198.99,1747,115878.51
1520,嘉兴市,韭菜,2017-12,330400,199.0,1984,131308.05
1521,嘉兴市,韭菜,2018-01,330400,199.0,1043,69137.87
1522,嘉兴市,韭菜,2018-02,330400,199.0,1879,124793.11
